pokedex_number,pokemon_name,type_1,type_2,ability_1,ability_2,ability_3,number_pokemon_with_typing,primary_color,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
785,Tapu Koko,Electric,Fairy,Electric Surge,Telepathy,,2,Yellow,Arms,1.80,20.50,6.30,70,115,85,95,75,130,570,95.00,21.41,3,7,70,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Land Spirit ,Undiscovered,,15,1.00,1.00,1.00,0.50,1.00,1.00,0.50,2.00,2.00,0.50,1.00,0.50,1.00,1.00,0.00,0.50,1.00,1.00
786,Tapu Lele,Psychic,Fairy,Psychic Surge,Telepathy,,9,Pink,Arms,1.20,18.60,12.90,70,85,75,130,115,95,570,95.00,21.41,3,7,70,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Land Spirit ,Undiscovered,,15,1.00,1.00,1.00,1.00,1.00,1.00,0.25,2.00,1.00,1.00,0.50,1.00,1.00,2.00,0.00,1.00,2.00,1.00
787,Tapu Bulu,Grass,Fairy,Grassy Surge,Telepathy,,5,Red,Arms,1.90,45.50,12.60,70,130,115,85,95,75,570,95.00,21.41,3,7,70,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Land Spirit ,Undiscovered,,15,1.00,2.00,0.50,0.50,0.50,2.00,0.50,4.00,0.50,2.00,1.00,1.00,1.00,1.00,0.00,0.50,2.00,1.00
788,Tapu Fini,Water,Fairy,Misty Surge,Telepathy,,4,Purple,Arms,1.30,21.20,12.50,70,75,115,95,130,85,570,95.00,21.41,3,7,70,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Land Spirit ,Undiscovered,,15,1.00,0.50,0.50,2.00,2.00,0.50,0.50,2.00,1.00,1.00,1.00,0.50,1.00,1.00,0.00,0.50,1.00,1.00
789,Cosmog,Psychic,,Unaware,,,45,Blue,Ball,0.20,0.10,2.50,43,29,31,29,31,37,200,33.33,5.09,45,7,0,40,Slow,1250000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Nebula ,Undiscovered,,120,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
790,Cosmoem,Psychic,,Sturdy,,,45,Blue,Ball,0.10,999.90,99990.00,43,29,131,29,131,37,400,66.67,45.74,45,7,0,140,Slow,1250000,TRUE,Cosmog,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Protostar ,Undiscovered,,120,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
791,Solgaleo,Psychic,Steel,Full Metal Body,,,9,White,Quadruped,3.40,230.00,19.90,137,137,107,113,89,97,680,113.33,18.35,45,7,0,306,Slow,1250000,FALSE,Cosmoem,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Sunne ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,1.00,0.00,2.00,0.50,0.25,1.00,0.50,2.00,0.50,2.00,0.50,0.50
792,Lunala,Psychic,Ghost,Shadow Shield,,,4,Purple,Wings,4.00,120.00,7.50,137,113,89,137,107,97,680,113.33,18.35,45,7,0,306,Slow,1250000,FALSE,Cosmoem,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Moone ,Undiscovered,,120,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.50,1.00,1.00,0.50,1.00,1.00,4.00,1.00,4.00,1.00,1.00
793,Nihilego,Rock,Poison,Beast Boost,,,1,White,Tentacles,1.20,55.50,38.50,109,53,47,127,131,103,570,95.00,33.29,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Parasite ,Undiscovered,,120,0.50,0.50,2.00,1.00,1.00,1.00,1.00,0.25,4.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,2.00,0.50
794,Buzzwole,Bug,Fighting,Beast Boost,,,4,Red,Tentacles,2.40,333.60,57.90,107,139,139,53,53,79,570,95.00,36.06,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Swollen ,Undiscovered,,120,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,4.00,2.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00
795,Pheromosa,Bug,Fighting,Beast Boost,,,4,White,Humanoid,1.80,25.00,7.70,71,137,37,137,37,151,570,95.00,48.25,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Lissome ,Undiscovered,,120,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,4.00,2.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00
796,Xurkitree,Electric,,Beast Boost,,,34,Black,Upright,3.80,100.00,6.90,83,89,71,173,71,83,570,95.00,35.50,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Glowing ,Undiscovered,,120,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
797,Celesteela,Steel,Flying,Beast Boost,,,3,Green,Humanoid,9.20,999.90,11.80,97,101,103,107,101,61,570,95.00,15.49,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Launch ,Undiscovered,,120,0.50,2.00,1.00,2.00,0.25,1.00,1.00,0.00,0.00,0.50,0.50,0.25,1.00,1.00,0.50,1.00,0.50,0.50
798,Kartana,Grass,Steel,Beast Boost,,,3,White,Humanoid,0.30,0.10,1.10,59,181,131,59,31,109,570,95.00,50.95,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Drawn Sword ,Undiscovered,,120,0.50,4.00,0.50,0.50,0.25,1.00,2.00,0.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,0.50
799,Guzzlord,Dark,Dragon,Beast Boost,,,4,Black,Upright,5.50,888.00,29.40,223,101,53,97,53,43,570,95.00,61.45,45,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Junkivore ,Undiscovered,,120,1.00,0.50,0.50,0.50,0.50,2.00,2.00,1.00,1.00,1.00,0.00,2.00,1.00,0.50,2.00,0.50,1.00,4.00
800,Necrozma,Psychic,,Prism Armor,,,45,Black,Arms,2.40,230.00,39.90,97,107,101,127,89,79,600,100.00,15.00,255,7,0,270,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Prism ,Undiscovered,,120,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
800,Necrozma Dawn Wings,Psychic,Ghost,Prism Armor,,,4,Black,Arms,4.20,350.00,19.80,97,113,109,157,127,77,680,113.33,24.83,255,7,0,306,Slow,1250000,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Prism ,Undiscovered,,120,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.50,1.00,1.00,0.50,1.00,1.00,4.00,1.00,4.00,1.00,1.00
800,Necrozma Dusk Mane,Psychic,Steel,Prism Armor,,,9,Black,Arms,3.80,460.00,31.90,97,157,127,113,109,77,680,113.33,24.83,255,7,0,306,Slow,1250000,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Prism ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,1.00,0.00,2.00,0.50,0.25,1.00,0.50,2.00,0.50,2.00,0.50,0.50
800,Necrozma Ultra,Psychic,Dragon,Neuroforce,,,5,Black,Arms,7.50,230.00,4.10,97,167,97,167,97,129,754,125.67,31.34,255,7,0,339,Slow,1250000,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Prism ,Undiscovered,,120,1.00,0.50,0.50,0.50,0.50,2.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,2.00,2.00,1.00,2.00
801,Magearna,Steel,Fairy,Soul Heart,,,5,Gray,Humanoid,1.00,80.50,80.50,80,95,115,130,115,65,600,100.00,22.36,3,7,0,270,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Artificial ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,1.00,0.00,2.00,0.50,0.50,0.25,0.50,1.00,0.00,0.50,1.00,0.50
801,Magearna Original,Steel,Fairy,Soul Heart,,,5,Gray,Humanoid,1.00,80.50,80.50,80,95,115,130,115,65,600,100.00,22.36,3,7,0,270,Slow,1250000,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Artificial ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,1.00,0.00,2.00,0.50,0.50,0.25,0.50,1.00,0.00,0.50,1.00,0.50
802,Marshadow,Fighting,Ghost,Technician,,,1,Gray,Humanoid,0.70,22.20,45.30,90,125,80,90,90,125,600,100.00,18.03,3,7,0,270,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Gloomdweller ,Undiscovered,,120,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.50,1.00,2.00,2.00,0.25,0.50,2.00,1.00,1.00,1.00,2.00
803,Poipole,Poison,,Beast Boost,,,16,Purple,Upright,0.60,1.80,5.00,67,73,67,73,67,73,420,70.00,3.00,45,7,0,189,Slow,1250000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Poison Pin ,Undiscovered,,120,1.00,1.00,1.00,1.00,0.50,1.00,0.50,0.50,2.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50
804,Naganadel,Poison,Dragon,Beast Boost,,,4,Purple,Wings,3.60,150.00,11.60,73,73,73,127,73,121,540,90.00,24.10,45,7,0,243,Slow,1250000,FALSE,Poipole,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Poison Pin ,Undiscovered,,120,1.00,0.50,0.50,0.50,0.25,2.00,0.50,0.50,2.00,1.00,2.00,0.50,1.00,1.00,2.00,1.00,1.00,1.00
805,Stakataka,Rock,Steel,Beast Boost,,,7,Gray,Quadruped,5.50,820.00,27.10,61,131,211,53,101,13,570,95.00,63.81,30,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Rampart ,Undiscovered,,120,0.25,1.00,2.00,1.00,1.00,0.50,4.00,0.00,4.00,0.25,0.50,0.50,0.50,1.00,0.50,1.00,1.00,0.50
806,Blacephalon,Fire,Ghost,Beast Boost,,,5,White,Humanoid,1.80,13.00,4.00,53,127,53,151,79,107,570,95.00,36.72,30,7,0,257,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.000,Fireworks ,Undiscovered,,120,0.00,0.50,2.00,1.00,0.50,0.50,0.00,0.50,2.00,1.00,1.00,0.25,2.00,2.00,1.00,2.00,0.50,0.50
807,Zeraora,Electric,,Volt Absorb,,,34,Yellow,Humanoid,1.50,44.50,19.80,88,112,75,102,80,143,600,100.00,22.97,3,7,0,270,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000,Thunderclap ,Undiscovered,,120,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
808,Meltan,Steel,,Magnet Pull,,,11,Gray,Ball,0.20,8.00,200.00,46,65,65,55,35,34,300,50.00,12.73,3,7,0,135,Slow,1250000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Hex Nut ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,2.00,0.00,2.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50
809,Melmetal,Steel,,Iron Fist,,,11,Gray,Humanoid,2.50,800.00,128.00,135,143,143,80,65,34,600,100.00,42.63,3,7,0,270,Slow,1250000,FALSE,Meltan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Hex Nut ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,2.00,0.00,2.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50
809,Melmetal Gmax,Steel,,Iron Fist,,,11,Gray,Humanoid,25.00,10000.00,16.00,135,143,143,80,65,34,600,100.00,42.63,3,8,0,270,Slow,1250000,FALSE,Meltan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.000,Hex Nut ,Undiscovered,,120,0.50,2.00,1.00,1.00,0.50,0.50,2.00,0.00,2.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50
810,Grookey,Grass,,Overgrow,Grassy Surge,,43,Green,Upright,0.30,5.00,55.60,50,65,50,40,40,65,310,51.67,10.27,45,8,50,62,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Chimp ,Field,Grass,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
811,Thwackey,Grass,,Overgrow,Grassy Surge,,43,Green,Upright,0.70,14.00,28.60,70,85,70,55,60,80,420,70.00,10.41,45,8,50,147,Medium Slow,1059860,TRUE,Grookey,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Beat ,Field,Grass,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
812,Rillaboom,Grass,,Overgrow,Grassy Surge,,43,Green,Humanoid,2.10,90.00,20.40,100,125,90,60,70,85,530,88.33,20.95,45,8,50,265,Medium Slow,1059860,FALSE,Thwackey,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Drummer ,Field,Grass,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
812,Rillaboom Gmax,Grass,,Overgrow,Grassy Surge,,43,Green,Humanoid,28.00,10000.00,12.80,100,125,90,60,70,85,530,88.33,20.95,45,8,50,265,Medium Slow,1059860,FALSE,Thwackey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Drummer ,Field,Grass,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
813,Scorbunny,Fire,,Blaze,Libero,,34,White,Upright,0.30,4.50,50.00,50,71,40,40,40,69,310,51.67,13.45,45,8,50,62,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Rabbit ,Field,Human-Like,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
814,Raboot,Fire,,Blaze,Libero,,34,Gray,Upright,0.60,9.00,25.00,65,86,60,55,60,94,420,70.00,14.62,45,8,50,147,Medium Slow,1059860,TRUE,Scorbunny,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Rabbit ,Field,Human-Like,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
815,Cinderace,Fire,,Blaze,Libero,,34,White,Upright,1.40,33.00,16.80,80,116,75,65,75,119,530,88.33,21.12,45,8,50,265,Medium Slow,1059860,FALSE,Raboot,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Striker ,Field,Human-Like,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
815,Cinderace Gmax,Fire,,Blaze,Libero,,34,White,Upright,27.00,10000.00,13.70,80,116,75,65,75,119,530,88.33,21.12,45,8,50,265,Medium Slow,1059860,FALSE,Raboot,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Striker ,Field,Human-Like,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
816,Sobble,Water,,Torrent,Sniper,,72,Blue,Quadruped,0.30,4.00,44.40,50,40,40,70,40,70,310,51.67,13.44,45,8,50,62,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Water Lizard ,Water 1,Field,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
817,Drizzile,Water,,Torrent,Sniper,,72,Blue,Upright,0.70,11.50,23.50,65,60,55,95,55,90,420,70.00,16.33,45,8,50,147,Medium Slow,1059860,TRUE,Sobble,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Water Lizard ,Water 1,Field,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
818,Inteleon,Water,,Torrent,Sniper,,72,Blue,Upright,1.90,45.20,12.50,70,85,65,125,65,120,530,88.33,25.11,45,8,50,265,Medium Slow,1059860,FALSE,Drizzile,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Secret Agent ,Water 1,Field,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
818,Inteleon Gmax,Water,,Torrent,Sniper,,72,Blue,Upright,4.00,10000.00,625.00,70,85,65,125,65,120,530,88.33,25.11,45,8,50,265,Medium Slow,1059860,FALSE,Drizzile,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Secret Agent ,Water 1,Field,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
819,Skwovet,Normal,,Cheek Pouch,Gluttony,,71,Brown,Upright,0.30,2.50,27.80,70,55,55,35,35,25,275,45.83,15.39,255,8,50,55,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cheeky ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
820,Greedent,Normal,,Cheek Pouch,Gluttony,,71,Brown,Upright,0.60,6.00,16.70,120,95,95,55,75,20,460,76.67,32.23,90,8,50,161,Medium Fast,1000000,FALSE,Skwovet,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Greedy ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
821,Rookidee,Flying,,Keen Eye,Unnerve,Big Pecks,4,Blue,Wings,0.20,1.80,45.00,38,47,35,33,35,57,245,40.83,8.53,255,8,50,49,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Tiny Bird ,Flying,,15,1.00,1.00,1.00,2.00,0.50,2.00,0.50,1.00,0.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,1.00,1.00
822,Corvisquire,Flying,,Keen Eye,Unnerve,Big Pecks,4,Blue,Wings,0.80,16.00,25.00,68,67,55,43,55,77,365,60.83,11.08,120,8,50,128,Medium Slow,1059860,TRUE,Rookidee,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Raven ,Flying,,15,1.00,1.00,1.00,2.00,0.50,2.00,0.50,1.00,0.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,1.00,1.00
823,Corviknight,Flying,Steel,Pressure,Unnerve,Mirror Armor,3,Purple,Wings,2.20,75.00,15.50,98,87,105,53,85,67,495,82.50,17.72,45,8,50,248,Medium Slow,1059860,FALSE,Corvisquire,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Raven ,Flying,,15,0.50,2.00,1.00,2.00,0.25,1.00,1.00,0.00,0.00,0.50,0.50,0.25,1.00,1.00,0.50,1.00,0.50,0.50
823,Corviknight Gmax,Flying,Steel,Pressure,Unnerve,Mirror Armor,3,Purple,Wings,14.00,10000.00,51.00,98,87,105,53,85,67,495,82.50,17.72,45,8,50,248,Medium Slow,1059860,FALSE,Corvisquire,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Raven ,Flying,,15,0.50,2.00,1.00,2.00,0.25,1.00,1.00,0.00,0.00,0.50,0.50,0.25,1.00,1.00,0.50,1.00,0.50,0.50
824,Blipbug,Bug,,Swarm,Compound Eyes,Telepathy,19,Blue,Armor,0.40,8.00,50.00,25,20,20,25,45,45,180,30.00,10.80,255,8,50,36,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Larva ,Bug,,15,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
825,Dottler,Bug,Psychic,Swarm,Compound Eyes,Telepathy,2,Yellow,Armor,0.40,19.50,121.90,50,35,80,50,90,30,335,55.83,22.06,120,8,50,117,Medium Fast,1000000,TRUE,Blipbug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Radome ,Bug,,15,1.00,2.00,1.00,1.00,0.50,1.00,0.25,1.00,0.50,2.00,0.50,2.00,2.00,2.00,1.00,2.00,1.00,1.00
826,Orbeetle,Bug,Psychic,Swarm,Frisk,Telepathy,2,Red,Wings,0.40,40.80,255.00,60,45,110,80,120,90,505,84.17,26.21,45,8,50,253,Medium Fast,1000000,FALSE,Dottler,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Seven Spot ,Bug,,15,1.00,2.00,1.00,1.00,0.50,1.00,0.25,1.00,0.50,2.00,0.50,2.00,2.00,2.00,1.00,2.00,1.00,1.00
826,Orbeetle Gmax,Bug,Psychic,Swarm,Frisk,Telepathy,2,Red,Wings,14.00,10000.00,51.00,60,45,110,80,120,90,505,84.17,26.21,45,8,50,253,Medium Fast,1000000,FALSE,Dottler,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Seven Spot ,Bug,,15,1.00,2.00,1.00,1.00,0.50,1.00,0.25,1.00,0.50,2.00,0.50,2.00,2.00,2.00,1.00,2.00,1.00,1.00
827,Nickit,Dark,,Run Away,Unburden,Stakeout,14,Brown,Quadruped,0.60,8.90,24.70,40,28,28,47,52,50,245,40.83,9.81,255,8,50,49,Fast,800000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Fox ,Field,,15,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,0.00,2.00,1.00,0.50,1.00,0.50,1.00,2.00
828,Thievul,Dark,,Run Away,Unburden,Stakeout,14,Brown,Quadruped,1.20,19.90,13.80,70,58,58,87,92,90,455,75.83,14.47,127,8,50,159,Fast,800000,FALSE,Nickit,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Fox ,Field,,15,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,0.00,2.00,1.00,0.50,1.00,0.50,1.00,2.00
829,Gossifleur,Grass,,Cotton Down,Regenerator,Effect Spore,43,Green,Blob,0.40,2.20,13.80,40,40,60,40,60,10,250,41.67,16.75,190,8,50,50,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Flowering ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
830,Eldegoss,Grass,,Cotton Down,Regenerator,Effect Spore,43,Green,Blob,0.50,2.50,10.00,60,50,90,80,120,60,460,76.67,23.57,75,8,50,161,Medium Fast,1000000,FALSE,Gossifleur,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cotton Bloom ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
831,Wooloo,Normal,,Fluffy,Run Away,Bulletproof,71,White,Quadruped,0.60,6.00,16.70,42,40,55,40,45,48,270,45.00,5.29,255,8,50,122,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Sheep ,Field,,15,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
